Date,Ticker,Close,eligible_signal,label_available_at,target_excess_simple_20d_next_close,target_simple_20d_next_close,target_end_20d_next_close,vol_ann_120d,ma_gap_20d,momentum_20d,relative_momentum_20d,rsi_14d,risk_rank,stability_group,stable,Sector,pred_all_train,pred_stable_train,horizon,strategy,top_n,target_excess_simple_60d_next_close,target_simple_60d_next_close,target_end_60d_next_close,ma_gap_60d,momentum_60d,relative_momentum_60d,rsi_28d,target_excess_simple_120d_next_close,target_simple_120d_next_close,target_end_120d_next_close,ma_gap_120d,momentum_120d,relative_momentum_120d,rsi_56d
2024-07-01,PG,153.25160217285156,True,2024-07-31,-0.015671180638931786,-0.01325876214583377,2024-07-31,0.12654345,-0.024299614,-0.011061132,-0.047877096,33.934807,1,Stable,True,Consumer Staples,-0.0015024563127932374,-0.00340571653270983,20,stable_lowvol,10,,,,,,,,,,,,,,
2024-07-01,CL,90.70040893554688,True,2024-07-31,0.034791263373212165,0.03720368186631018,2024-07-31,0.12806152,-0.00069558347,0.027753968,-0.009378527,57.884563,1,Stable,True,Consumer Staples,-0.0014297218128561185,-0.0004741461986760566,20,stable_lowvol,10,,,,,,,,,,,,,,
2024-07-01,V,258.8112487792969,True,2024-07-31,-0.011956490175180612,-0.009544071682082598,2024-07-31,0.13798496,-0.033529483,-0.03383982,-0.07117998,30.134787,1,Stable,True,Financials,-0.0011301183810271964,-0.0032675398141536038,20,stable_lowvol,10,,,,,,,,,,,,,,
2024-07-01,LMT,442.5189514160156,True,2024-07-31,0.1612553444296308,0.1636677629227288,2024-07-31,0.13818398,0.0023498482,-0.0016053675,-0.03836099,48.154858,1,Stable,True,Industrials,-0.0005635421721176246,-0.0006494189203348798,20,stable_lowvol,10,,,,,,,,,,,,,,
2024-07-01,L,74.28812408447266,True,2024-07-31,0.06444087061998727,0.06685328911308529,2024-07-31,0.14196333,-0.0076883193,-0.026953345,-0.064077586,46.792862,1,Stable,True,Financials,0.0012481454729694167,-0.0005489494706634171,20,stable_lowvol,10,,,,,,,,,,,,,,
2024-07-01,ITW,222.30812072753906,True,2024-07-31,0.04756437443911012,0.049976792932208136,2024-07-31,0.14328396,-0.019576872,-0.032771625,-0.070074975,43.23316,1,Stable,True,Industrials,0.0012970736306485795,-0.0010910361621793237,20,stable_lowvol,10,,,,,,,,,,,,,,
2024-07-01,STLD,125.65206146240234,True,2024-07-31,0.03593506407436677,0.038347482567464786,2024-07-31,0.27028272,0.03134429,-0.031696305,-0.06896384,61.37692,1,Stable,True,Materials,0.007931572588995121,0.004798074511979505,20,all_train,10,,,,,,,,,,,,,,
2024-07-01,MOS,26.195404052734375,True,2024-07-31,0.06960767444995941,0.07202009294305743,2024-07-31,0.29706094,-0.01907676,-0.08946152,-0.13047345,43.54837,1,Stable,True,Materials,0.007220072886680572,0.00019879603776118648,20,all_train,10,,,,,,,,,,,,,,
2024-07-01,DLTR,107.25,True,2024-07-31,-0.028273722355262577,-0.025861303862164564,2024-07-31,0.32590654,-0.018908318,-0.090716384,-0.13185255,41.580753,1,Stable,True,Consumer Staples,0.006393768683415227,0.00019879603776118648,20,all_train,10,,,,,,,,,,,,,,
2024-07-01,BF-B,39.74600601196289,True,2024-07-31,0.06067608747689881,0.06308850596999682,2024-07-31,0.25074795,-0.032946225,-0.07719027,-0.117086545,42.307697,1,Stable,True,Consumer Staples,0.00626578790534675,0.00019879603776118648,20,all_train,10,,,,,,,,,,,,,,
2024-07-01,APA,27.01144790649414,True,2024-07-31,0.06827945182067066,0.07069187031376868,2024-07-31,0.29168004,0.025596619,-0.029479159,-0.066676736,51.39861,1,Stable,True,Energy,0.005976753387836863,0.005119030508637986,20,all_train,10,,,,,,,,,,,,,,
2024-07-01,PNR,72.5666275024414,True,2024-07-31,0.17666227821239303,0.17907469670549103,2024-07-31,0.24043982,-0.046319168,-0.08552453,-0.12615897,38.953506,1,Stable,True,Industrials,0.0055915123537545785,-0.0011039405278536123,20,all_train,10,,,,,,,,,,,,,,
2024-07-01,HAL,31.817365646362305,True,2024-07-31,0.029116820815117593,0.031529239308215606,2024-07-31,0.23870699,-0.012430421,-0.08450582,-0.1250456,40.87836,1,Stable,True,Energy,0.005439483702081405,0.0006696796847961438,20,all_train,10,,,,,,,,,,,,,,
